policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,incident_year,incident_month,incident_day
0,400,664.93,36,2,3,7,0,2,3,1,3,4,11991,15,4,4,4,1,13085.11,13671.42,1,2024,7,17
4,600,1026.0,71,0,2,3,5,0,1,0,2,5,11453,13,4,3,3,1,18467.55,15843.02,0,2024,2,12
8,500,1457.7,30,0,2,5,0,1,1,1,1,1,1157,6,1,1,2,1,8233.49,11103.05,0,2024,7,26
2,600,619.75,29,1,1,1,6,0,2,0,1,3,10579,1,4,1,1,1,585.38,521.63,0,2025,7,14
2,400,1406.55,62,2,2,6,6,0,0,1,1,7,13301,3,4,2,0,1,10186.2,16054.43,0,2025,7,23
9,800,1285.2,23,0,2,6,0,2,1,2,1,6,2473,22,2,3,3,1,17195.49,21132.87,0,2024,6,17
4,700,1254.01,44,2,3,1,0,2,3,2,0,9,12557,4,4,3,2,0,719.31,972.75,0,2025,2,12
2,200,1053.83,62,2,3,0,5,0,1,1,0,9,10226,0,4,0,4,0,15881.6,13390.34,0,2024,12,20
2,400,872.01,58,0,1,2,6,2,0,1,2,7,463,16,2,4,1,0,12006.59,10807.97,0,2024,9,1
4,1000,1152.64,48,2,2,3,4,1,2,0,1,9,3512,15,1,4,1,1,4785.62,4935.21,0,2024,10,8
3,600,946.33,43,1,0,5,2,1,2,0,0,5,2084,13,3,3,0,0,22863.25,22716.57,0,2024,12,10
7,300,1278.24,71,0,2,6,4,3,3,0,2,0,4707,14,4,2,2,1,13630.21,14097.58,0,2025,6,11
9,800,678.13,34,1,3,1,0,3,3,1,0,1,11962,7,1,2,4,1,9225.86,8426.35,0,2025,5,4
6,500,1004.75,54,0,1,0,1,1,0,2,3,8,3982,3,1,1,0,0,13533.24,20572.29,1,2023,12,26
6,300,817.71,34,0,2,2,6,1,3,0,1,6,4438,7,4,4,4,0,12759.25,12233.33,0,2025,4,29
2,800,854.04,32,0,2,5,3,1,1,1,3,3,761,19,1,3,1,0,26189.48,23217.92,1,2024,12,26
6,300,1162.47,21,1,3,1,0,0,1,2,2,7,5361,6,1,0,4,1,2892.86,5628.82,0,2024,10,16
1,700,1439.89,27,0,2,5,0,1,3,0,1,6,1577,22,1,2,3,0,17979.73,20224.25,0,2025,10,29
0,400,676.75,42,2,2,3,0,2,1,2,3,2,180,3,2,2,0,1,11583.98,13861.82,0,2024,7,28
5,1000,1278.2,69,1,1,3,6,1,2,0,2,9,3794,15,1,1,3,0,7449.47,7273.79,0,2025,6,25
7,400,765.38,53,2,3,0,2,2,1,0,0,1,15461,20,4,0,1,1,10285.04,14606.48,0,2025,3,23
5,300,1102.66,50,1,2,1,6,0,2,1,3,3,6853,19,4,1,4,1,13013.17,16997.75,0,2024,5,11
6,300,856.39,50,1,2,6,1,2,0,2,3,9,5495,18,4,2,2,1,12736.28,13412.23,0,2023,12,15
6,500,1389.97,68,0,1,1,6,2,1,0,1,0,2051,9,1,3,1,1,19140.2,20526.51,0,2023,11,14
2,600,784.86,43,0,1,7,3,2,0,2,3,2,14997,14,3,0,1,1,725.78,773.5,0,2024,2,26
7,600,748.21,70,0,0,4,0,3,0,2,2,4,17721,17,1,2,3,1,15634.92,17671.01,0,2025,8,19
4,200,1001.31,56,2,1,0,2,0,3,2,2,1,15519,19,3,1,3,0,4206.7,6695.21,0,2025,1,2
7,200,632.01,51,1,1,6,4,0,1,0,3,6,10898,7,4,1,5,0,2542.78,2825.47,0,2024,7,6
8,600,1419.7,33,1,2,5,6,0,2,0,3,8,5263,6,1,2,3,1,20122.8,22000.4,0,2024,2,26
8,500,1354.51,73,1,0,5,0,1,3,1,0,0,10134,17,3,0,2,0,14999.12,17702.91,1,2025,2,19
1,600,1068.57,19,0,3,0,3,3,2,0,3,6,16841,15,2,1,2,0,7790.09,9403.04,0,2025,2,10
3,400,1412.48,30,1,1,0,2,0,3,2,3,3,4423,17,2,4,2,0,17948.9,20041.55,0,2025,5,14
7,500,1441.96,62,2,3,4,1,2,1,1,2,8,2055,14,3,0,1,1,723.82,643.59,0,2024,2,13
5,500,1354.67,27,0,2,3,2,3,2,0,2,9,1616,3,1,2,3,0,7852.57,11042.03,0,2025,5,9
5,700,1012.66,30,1,0,5,5,2,2,1,0,2,6191,16,3,3,5,0,14151.89,12413.04,1,2025,9,21
2,300,1176.06,33,2,0,4,2,1,1,0,1,3,14066,19,1,0,3,1,8701.29,9861.72,1,2024,7,24
6,600,1273.76,57,1,3,0,5,1,2,0,0,0,10150,4,4,3,4,1,17303.16,18420.28,0,2025,4,18
9,600,1253.1,44,1,1,7,6,2,3,0,0,2,8895,12,4,4,1,1,9347.79,12190.85,0,2025,3,24
1,700,1148.55,20,1,2,5,2,2,2,2,3,9,3997,9,1,3,2,0,17516.17,20451.26,0,2024,9,16
3,1000,796.77,54,0,3,6,3,3,1,0,2,3,3165,10,1,2,5,0,11686.15,11278.2,0,2023,11,13
0,600,1227.21,33,1,3,0,5,0,2,2,1,3,7859,11,3,4,5,1,18586.7,18513.29,0,2024,12,6
4,300,1179.95,38,1,0,2,3,2,1,0,3,1,15157,5,4,0,0,1,1877.67,2799.35,0,2024,9,8
1,700,1276.2,40,0,3,3,1,2,1,2,3,1,4088,15,1,4,4,0,20489.17,22423.1,0,2025,6,4
2,1000,935.03,74,0,2,7,0,2,3,0,0,0,14269,11,2,0,1,0,15928.94,17678.32,0,2024,9,10
5,800,1155.24,32,1,2,1,2,3,3,2,2,4,3858,22,4,4,4,0,15781.65,13418.09,0,2024,3,17
0,300,1135.46,70,2,2,4,6,2,2,2,0,3,10006,5,1,2,3,1,3109.16,3968.13,0,2025,3,4
1,1000,695.81,30,2,3,4,0,3,0,2,2,5,2066,0,1,1,2,1,7042.7,9633.03,0,2024,4,5
7,200,1126.15,52,2,2,4,2,3,1,1,3,5,3549,9,1,1,4,0,1681.98,2041.93,0,2024,9,21
7,800,1469.35,61,1,2,1,2,1,3,0,2,6,3476,20,2,1,5,1,6491.7,12735.84,0,2025,2,3
2,700,624.32,29,1,2,7,4,0,0,1,2,2,6266,15,2,3,5,1,27501.41,24669.3,0,2025,10,11
7,300,653.52,58,2,2,7,0,1,2,0,0,0,6817,5,3,4,0,0,25402.11,21624.4,0,2025,10,31
0,600,1398.24,39,1,3,3,1,0,2,2,2,3,7084,18,3,1,5,0,20530.8,21773.81,0,2025,3,25
9,400,654.62,39,2,2,5,1,0,0,2,0,9,15428,0,4,0,3,1,10855.87,21227.41,0,2024,4,20
0,1000,1187.95,25,2,1,7,3,1,0,0,2,8,13052,19,1,1,5,1,15678.75,18039.02,0,2023,12,28
4,200,963.8,24,1,3,6,6,2,0,0,1,3,14226,4,3,3,1,1,13621.7,18533.38,0,2024,6,12
5,300,959.33,22,1,0,5,5,0,1,0,1,2,1854,4,3,3,4,0,852.34,1288.94,1,2025,3,5
0,200,1454.31,42,1,3,4,3,0,1,0,1,5,3199,2,2,1,2,0,19877.22,24453.32,0,2025,1,22
4,300,1010.04,36,1,0,4,0,2,3,1,0,6,6203,8,3,4,2,0,4526.76,7826.25,0,2023,12,18
7,300,907.41,26,0,1,3,5,1,1,2,0,6,5166,17,2,1,4,0,9331.39,15663.72,0,2025,9,23
2,500,1050.09,19,0,2,6,1,3,0,1,1,5,15734,4,2,1,5,0,6699.17,10035.13,0,2024,4,3
8,800,854.14,41,2,0,0,0,1,3,2,3,5,4297,11,4,0,4,1,7228.79,13674.72,0,2024,10,24
8,200,1269.72,47,0,3,1,1,0,3,0,0,7,940,9,2,0,3,1,10043.93,10724.0,0,2024,8,15
5,300,1156.71,72,1,0,0,6,0,3,0,3,3,8911,14,1,2,2,0,11197.18,15312.36,0,2025,4,24
9,200,726.83,54,0,3,5,2,1,3,1,1,8,236,13,4,2,5,1,1706.57,2897.56,0,2025,3,20
3,800,1433.27,38,1,0,3,2,2,0,2,0,6,14603,2,2,2,0,0,10109.13,17016.05,1,2025,10,15
2,200,932.61,75,1,3,1,2,3,3,2,2,1,6207,23,1,0,4,0,2629.96,2644.78,0,2025,9,5
6,800,1387.09,28,2,3,4,1,2,2,1,0,7,10192,4,1,4,3,1,313.62,516.85,0,2024,12,15
1,700,1120.47,46,2,2,0,1,1,3,2,3,4,13175,10,2,3,0,0,11596.74,19067.47,1,2024,11,14
4,800,1103.04,29,2,0,3,1,3,2,0,0,8,14663,7,2,1,3,0,2670.95,2546.94,0,2024,10,14
7,500,1318.8,39,1,2,3,2,3,2,0,1,1,1570,4,3,4,5,1,2629.63,3097.51,0,2024,6,20
4,300,762.55,54,1,0,6,4,1,3,0,3,9,5470,10,2,0,0,0,5300.05,7026.16,0,2025,1,13
2,700,1312.89,31,2,3,2,4,3,1,1,0,2,3099,3,2,3,3,1,25597.32,24302.59,0,2024,11,4
3,200,1415.48,38,0,0,0,5,1,0,0,2,3,14446,22,4,2,3,1,21230.51,21841.49,0,2024,8,24
3,200,1372.7,52,2,0,3,5,2,2,2,2,0,17746,11,2,4,4,0,885.59,749.52,0,2023,12,14
1,700,1498.73,55,2,2,4,3,3,3,1,0,2,933,11,1,3,0,0,18794.39,19052.48,0,2025,9,27
5,700,1371.18,38,2,1,4,5,1,0,2,0,1,383,11,2,0,3,1,16956.86,20839.4,0,2024,7,6
0,300,666.47,48,2,3,0,3,3,3,0,0,9,15809,10,2,2,5,1,13843.82,23974.17,0,2024,9,6
6,400,1006.85,67,1,3,2,1,3,3,1,1,8,15350,8,2,1,4,0,4674.43,6710.17,0,2024,10,27
8,600,1211.01,37,1,0,5,6,1,2,0,3,6,17728,3,3,4,5,0,3377.14,6320.07,0,2024,12,17
3,600,1321.2,41,2,3,6,0,1,0,2,2,0,15692,14,4,2,0,0,9694.97,12426.48,0,2025,6,6
1,500,864.61,34,2,2,3,3,2,0,0,1,1,14062,10,2,2,4,1,10450.31,16558.17,0,2025,9,18
2,500,1418.1,20,1,1,0,3,0,2,2,2,8,9611,22,3,0,2,1,6112.97,10002.26,1,2024,6,24
2,700,1418.92,59,0,0,3,2,2,2,0,2,0,14033,9,2,0,1,0,2396.48,4436.95,1,2024,10,30
4,800,693.15,18,1,1,5,0,3,0,2,0,4,4954,6,4,3,1,1,1055.45,1333.47,0,2024,4,2
1,800,732.02,40,1,0,3,0,0,2,1,3,4,6930,12,3,4,4,0,10603.5,11726.15,1,2025,5,11
2,700,1401.04,69,1,3,2,5,2,0,2,0,0,12632,13,1,0,4,1,18539.55,23142.29,0,2024,9,16
8,400,1078.66,28,1,3,7,0,3,2,2,0,8,17127,0,2,0,5,1,1241.78,2382.33,0,2024,5,30
4,700,735.6,25,0,1,7,3,0,2,0,1,8,10759,13,2,1,4,1,17282.0,24427.27,0,2025,2,21
0,800,1278.97,69,1,2,7,3,3,3,1,2,8,10857,22,1,0,1,0,4657.22,7385.14,0,2025,8,14
6,500,1193.1,20,1,2,3,5,2,3,0,1,3,2439,4,2,0,3,1,11484.83,15549.22,0,2024,3,10
0,1000,983.64,33,0,1,4,6,3,0,0,3,0,15216,2,3,1,2,0,9424.17,16804.81,0,2025,3,7
1,700,845.11,45,1,2,3,2,3,0,2,2,6,13614,2,4,3,3,1,359.17,574.16,0,2025,1,13
3,1000,1023.26,52,2,3,3,1,0,3,2,3,7,6919,14,1,2,1,0,16580.88,20393.32,0,2024,3,10
2,500,610.35,71,2,1,3,5,1,1,2,0,9,9089,2,2,2,3,0,7382.35,7754.2,0,2025,4,3
6,400,1333.51,75,0,3,2,6,0,2,0,3,3,4813,9,3,4,0,1,2676.08,4440.96,0,2025,8,19
3,300,1068.5,67,2,2,3,3,2,1,1,2,2,659,1,1,4,0,1,23776.55,19977.02,0,2024,3,11
7,200,738.6,21,2,0,5,5,2,3,0,3,7,17659,3,3,1,3,1,17498.74,15818.38,0,2024,7,28
9,200,1460.71,62,2,1,3,1,2,1,0,0,8,6691,18,4,1,0,0,6586.16,8310.38,0,2024,10,25
4,700,1388.98,26,2,0,0,3,1,1,2,1,7,6696,13,4,2,0,0,5955.09,6893.46,0,2024,7,16
4,800,978.02,32,1,1,3,4,0,3,0,1,8,9657,17,4,0,0,1,5023.12,6438.46,0,2024,1,1
9,600,921.12,37,0,0,5,1,3,0,2,0,0,12993,17,2,3,5,1,17708.48,18938.85,0,2025,5,11
8,600,1094.64,27,1,3,1,5,2,2,2,2,1,2554,4,1,2,3,1,9360.15,11881.23,0,2025,8,22
5,300,1289.62,25,1,3,1,0,3,2,2,2,3,10193,23,4,0,3,0,17731.83,16442.16,0,2025,4,7
5,300,960.39,44,1,3,6,5,3,0,2,0,5,1172,10,3,4,5,1,5756.15,4962.24,0,2025,8,28
5,1000,940.79,33,1,1,2,0,3,1,2,1,8,16190,21,1,4,3,0,5512.52,7003.68,0,2024,6,3
7,600,1170.34,34,0,0,6,3,0,3,1,1,5,14606,19,4,4,4,1,13186.22,14454.81,0,2025,5,2
0,600,946.98,32,1,1,1,0,2,0,2,3,9,7606,10,4,2,0,1,15257.42,13742.84,0,2024,4,28
4,800,877.71,44,1,3,0,6,1,3,1,3,1,4747,11,2,3,0,1,19887.41,22898.87,0,2024,5,25
0,800,953.75,60,2,0,2,4,3,0,0,1,4,2683,4,2,0,5,0,17543.66,15540.53,0,2024,4,10
4,400,1308.23,63,0,2,6,3,0,2,0,3,8,5521,10,1,2,4,1,27900.12,24436.16,1,2025,10,7
7,200,621.15,52,0,0,6,5,0,2,1,2,0,16963,12,2,3,1,1,18275.18,20296.46,0,2024,12,22
1,300,1016.36,25,1,0,1,4,3,0,1,2,7,6890,17,4,0,3,1,10995.24,9846.12,0,2025,1,1
9,600,802.61,67,2,0,4,5,3,0,0,3,8,4154,5,2,2,1,0,17187.79,18876.16,0,2024,9,5
8,500,1441.75,54,2,2,2,3,1,1,0,3,5,2964,13,4,4,4,0,14770.44,15759.39,0,2024,10,21
3,800,1155.8,75,2,2,0,1,3,0,2,2,7,10577,21,2,2,4,0,4392.74,4436.04,0,2024,6,16
6,800,1077.65,63,2,2,1,0,2,1,0,0,2,11614,23,3,3,3,0,16166.28,18083.01,0,2023,12,27
4,500,1447.28,52,0,0,4,1,2,2,1,0,1,9226,17,1,4,0,1,14076.44,24435.76,0,2025,7,25
0,500,778.32,46,0,3,4,5,3,2,2,0,7,11169,18,4,4,1,0,19073.51,21798.44,0,2024,7,2
4,500,946.38,46,0,2,0,0,0,0,2,0,2,10565,18,4,1,3,1,13076.74,15247.03,0,2024,8,19
7,600,710.99,25,0,2,2,5,0,0,0,2,6,14066,23,1,2,1,1,14855.88,24828.02,0,2024,12,24
5,500,1124.42,42,1,1,5,5,2,0,2,0,0,5277,18,4,4,3,1,4955.93,4840.07,0,2025,3,14
5,300,1229.2,21,2,0,7,4,0,0,0,1,2,16678,6,4,0,3,0,14509.48,18224.93,0,2025,10,12
6,500,1401.4,72,1,1,5,0,3,1,2,0,9,1196,17,4,3,4,1,9675.08,10021.8,0,2024,10,17
2,800,1469.27,32,2,0,6,3,1,0,0,0,7,5543,5,3,1,5,1,16904.04,16396.98,1,2023,11,29
6,1000,1233.85,25,0,2,3,0,3,1,2,2,1,16343,0,3,1,2,0,15557.92,19013.06,0,2024,2,25
2,700,976.94,20,1,2,2,1,1,3,2,0,4,17762,14,2,4,2,1,13017.53,23373.9,0,2025,9,16
0,1000,1465.17,54,0,2,3,1,2,1,2,1,2,807,6,1,4,5,0,12228.09,12761.74,0,2025,6,30
2,600,1144.37,20,0,1,2,0,1,2,2,1,7,5575,13,1,0,1,0,22973.22,22884.72,0,2024,9,4
1,200,918.95,53,0,1,6,5,1,1,0,3,1,1036,22,2,0,2,0,10211.92,11204.29,0,2025,10,17
3,500,908.83,57,0,0,4,6,2,3,1,0,0,5123,13,2,1,4,1,4061.73,7513.9,0,2025,7,15
6,1000,1387.29,27,1,0,7,5,1,3,2,3,7,15567,14,1,0,4,0,14083.0,21181.18,0,2024,1,21
8,200,1094.21,31,1,1,3,0,3,2,2,0,6,5485,8,1,3,1,0,18187.53,15438.5,0,2024,5,8
0,800,616.0,50,1,3,4,1,1,2,1,3,3,3537,10,1,0,4,1,16597.29,17794.85,1,2024,8,8
8,300,1235.46,46,2,0,7,5,1,3,2,1,8,6970,11,3,3,2,0,12360.78,12211.66,0,2025,1,23
0,500,897.64,47,1,2,1,6,3,3,2,0,5,8121,8,1,1,3,1,11194.56,16481.5,0,2024,2,5
7,200,1318.2,48,1,1,0,3,3,2,2,3,6,10673,1,1,4,2,0,2780.55,5503.1,0,2025,6,5
7,700,818.22,69,1,2,2,4,3,0,1,2,4,9668,13,3,3,2,0,25323.01,21437.31,0,2024,7,15
2,700,1290.35,49,1,1,2,6,1,2,1,1,2,8898,7,2,3,5,1,10836.73,19248.82,0,2025,5,25
0,500,811.07,18,0,1,3,1,3,2,1,2,7,6262,7,1,2,1,1,1801.46,2099.56,0,2024,8,31
9,1000,735.6,58,2,1,3,0,1,1,2,2,9,16941,0,3,2,2,1,2618.36,3670.89,0,2024,2,26
0,1000,678.67,42,1,0,7,4,2,0,1,2,6,13441,11,3,4,4,0,11637.06,13767.34,0,2025,9,7
6,300,679.63,57,1,2,4,3,1,2,0,0,5,7674,7,3,1,0,1,10675.58,11919.23,0,2024,11,22
5,200,670.1,33,2,0,5,0,2,3,2,0,8,908,20,3,3,3,0,8220.19,7602.48,0,2025,1,13
9,700,1231.12,30,0,2,0,1,3,0,1,3,1,191,11,4,2,1,1,10511.17,11041.75,0,2024,1,21
8,600,1448.98,72,0,3,2,2,2,3,2,3,1,5578,21,4,1,2,0,24963.55,24512.15,1,2023,12,15
6,700,612.46,74,0,0,3,0,2,0,1,0,0,15975,12,1,0,1,1,19817.71,20419.84,0,2025,9,30
8,1000,702.16,40,0,3,0,6,0,0,2,3,3,13537,15,4,1,0,0,2009.78,2607.66,1,2024,3,21
6,500,712.16,67,2,3,6,0,2,0,2,3,6,1371,5,1,1,3,0,2477.86,2429.62,1,2024,10,22
3,1000,1239.45,59,0,2,6,3,1,0,1,0,0,16013,3,2,0,5,1,15221.61,17877.46,0,2025,3,9
9,200,799.43,54,0,0,6,0,0,2,2,3,6,8208,11,3,1,1,1,9488.51,14839.39,0,2024,12,2
0,300,1054.31,30,2,0,1,3,1,3,0,3,5,12855,16,1,4,1,0,2586.21,4658.53,0,2025,10,23
9,700,1317.66,35,2,3,5,6,2,2,0,3,6,2742,5,4,3,0,0,2908.9,4469.11,0,2025,10,4
7,200,797.31,21,0,1,7,5,1,0,1,2,2,15731,19,3,0,0,1,22902.23,21465.23,0,2024,6,2
8,300,1045.11,19,1,0,5,4,0,0,0,0,8,15796,11,3,3,0,1,10060.73,17254.92,0,2023,12,6
5,1000,1338.08,51,2,1,0,6,1,2,2,2,7,9169,1,1,2,5,0,1233.19,1526.12,0,2025,8,29
5,1000,892.82,45,0,3,7,1,1,0,0,3,2,3966,12,4,1,2,1,573.44,1108.48,0,2024,9,7
7,700,980.14,22,2,3,7,3,2,0,2,2,6,6957,20,1,3,3,0,3168.46,5141.81,0,2024,9,3
6,700,1325.99,32,2,1,6,0,1,0,2,2,8,8987,1,4,4,2,0,12215.17,14675.04,0,2025,1,3
1,1000,774.2,32,0,0,7,2,0,2,0,3,4,12791,11,1,3,3,0,12288.72,17757.37,0,2024,3,12
2,300,1170.62,35,0,3,2,4,0,0,2,2,9,1792,19,1,2,2,0,21760.7,22630.32,0,2025,3,11
7,800,942.5,36,1,2,2,4,1,0,0,3,5,10756,19,2,4,2,1,13524.58,21254.08,0,2024,10,31
6,400,687.19,42,0,1,5,1,1,1,1,2,0,1074,20,2,1,4,1,21493.8,20200.69,0,2024,12,18
9,400,949.58,41,1,0,1,3,0,0,0,0,0,15718,4,4,4,1,1,9691.57,9397.69,0,2025,9,21
6,600,673.4,75,1,2,2,4,1,1,1,2,2,13926,7,4,4,2,1,1219.36,1513.01,0,2023,11,29
8,500,610.02,26,1,2,2,2,1,3,2,0,4,16246,9,4,2,5,1,12684.89,22339.34,0,2024,5,23
1,700,740.17,70,0,2,1,6,0,2,1,1,0,12015,16,1,3,4,0,20899.4,23436.02,0,2025,7,14
3,1000,1125.57,29,2,2,5,5,0,0,1,3,5,7407,14,3,4,4,1,19642.42,23266.86,1,2025,8,16
2,700,682.05,40,0,3,2,1,3,0,1,3,0,2045,7,4,1,2,0,10117.17,19532.75,0,2024,12,20
4,1000,1022.06,37,1,2,6,4,2,0,0,2,9,7593,19,4,1,0,1,26339.96,23485.01,0,2025,1,26
9,600,1246.7,35,2,2,2,4,3,2,1,3,8,1283,9,3,3,0,1,12134.59,19738.66,0,2024,8,14
2,500,1161.14,29,1,0,3,3,3,2,2,1,8,3753,10,1,4,4,0,8470.45,15067.24,0,2024,6,26
4,800,1288.39,66,1,2,2,4,0,1,0,2,4,2370,2,1,3,4,0,2691.48,5029.7,0,2023,12,1
4,400,952.17,71,2,0,0,4,1,3,2,3,0,4098,8,3,0,0,0,5116.72,8123.41,0,2024,1,10
8,1000,1495.47,55,1,3,4,3,0,2,1,1,6,13658,0,4,4,2,1,4008.73,4974.74,0,2025,9,12
2,500,677.98,66,2,1,6,6,3,0,0,0,3,11821,8,1,4,1,1,16140.76,23142.9,0,2025,10,11
0,200,652.89,34,2,2,1,1,3,0,1,1,5,11746,8,4,3,5,1,18796.58,22033.44,0,2025,6,21
8,1000,1293.93,75,2,1,2,6,1,1,0,0,5,15276,13,1,2,2,0,13302.14,11552.8,0,2025,2,6
1,200,835.05,35,1,1,7,5,1,0,0,1,8,6264,8,3,0,1,1,11122.98,12166.6,0,2024,11,23
4,1000,627.74,40,2,0,6,3,2,2,0,0,9,37,14,2,1,1,1,14746.73,16298.67,0,2024,12,15
7,1000,875.12,31,0,1,0,2,2,0,2,2,5,5735,13,3,3,1,1,11378.96,14013.88,0,2024,3,20
3,300,1090.45,34,1,0,7,5,1,0,0,3,2,4225,15,3,3,0,0,1480.39,2782.59,0,2025,3,4
6,700,1070.99,50,1,2,2,0,3,2,0,3,0,12957,21,3,2,0,0,16867.41,18538.9,0,2024,10,2
3,200,1054.59,37,0,0,7,3,2,1,0,2,8,17046,4,3,2,2,1,7832.92,13565.49,0,2024,2,10
7,800,708.98,74,2,0,7,5,1,1,1,1,4,6224,15,4,0,2,0,15661.4,19661.05,0,2024,9,11
3,800,634.41,63,1,1,0,3,0,2,2,2,1,15689,1,3,0,2,0,20724.42,24283.62,0,2025,2,23
1,400,1271.4,65,0,1,7,2,3,3,0,2,4,14797,18,4,1,0,1,6476.68,6258.15,0,2024,9,7
5,800,967.12,39,2,2,1,3,1,3,1,1,3,1049,12,3,1,5,0,6400.58,10266.23,0,2024,7,22
4,400,604.74,66,0,0,6,3,1,3,1,3,0,14066,10,3,3,0,0,16170.85,14062.72,0,2024,8,25
8,500,730.36,54,1,0,7,5,3,0,2,3,1,4291,14,4,1,1,0,9496.01,10710.83,0,2025,3,24
1,600,1255.52,39,0,3,5,0,0,1,2,3,0,8990,11,1,3,5,1,9818.25,8778.66,1,2024,4,25
7,800,1355.76,74,2,3,2,0,2,0,1,3,3,5296,3,1,3,0,0,15658.76,15407.21,1,2024,6,24
5,200,885.52,57,2,3,1,5,3,3,1,2,6,1362,23,1,1,3,1,20664.76,21148.71,1,2025,1,26
3,800,1045.07,38,2,0,1,2,0,1,0,2,6,6566,9,3,1,2,0,16390.01,14930.08,0,2025,2,26
8,500,1202.59,23,1,3,1,5,3,1,2,2,8,1054,3,4,2,1,1,11936.97,15568.7,0,2024,1,14
6,300,860.96,52,0,2,6,3,3,3,0,3,6,9435,14,4,3,3,0,8791.51,9932.06,1,2025,11,6
3,200,1479.68,50,2,2,3,6,0,3,0,0,1,4165,9,1,4,1,0,9835.54,15798.64,0,2025,2,17
1,300,1214.83,65,1,1,3,3,1,3,2,1,8,14835,12,3,1,3,1,2229.49,4211.1,1,2025,3,26
3,600,1425.77,40,1,1,6,6,3,2,0,1,9,16265,19,3,0,2,1,16596.28,17108.83,0,2024,5,25
8,700,999.24,50,0,2,5,0,2,0,2,0,0,11725,5,2,2,1,0,565.92,715.41,0,2024,8,1
5,200,1228.98,22,1,1,6,3,1,2,2,2,7,4994,2,2,4,4,0,7156.94,11340.19,0,2025,8,10
0,400,1306.45,54,0,3,7,6,1,2,0,3,1,12538,23,3,0,1,1,6980.2,6721.77,1,2025,6,28
6,600,890.97,35,1,2,5,5,2,1,1,3,8,17391,17,4,0,4,0,7753.16,6546.26,1,2025,10,26
3,200,1418.86,69,1,3,4,6,0,1,2,0,3,7921,23,3,0,1,0,4350.86,4740.26,0,2025,3,5
2,500,1476.85,48,2,1,7,4,3,3,0,0,1,17249,13,2,1,0,0,4959.15,9082.84,0,2024,2,22
4,300,1462.53,23,2,3,5,6,1,2,2,0,8,2086,5,3,1,0,1,5255.91,5268.09,0,2024,4,26
9,500,1072.07,25,2,2,4,4,0,3,2,0,0,7467,12,1,1,4,1,7954.47,12401.45,1,2025,2,13
6,300,1340.01,27,0,3,2,5,3,2,1,2,6,1492,12,3,4,2,1,19202.49,23175.21,0,2025,3,1
6,300,937.69,63,1,3,0,1,0,0,0,0,8,12445,7,3,2,4,1,7080.71,8288.33,0,2024,8,11
5,300,1464.29,24,0,3,1,0,0,0,0,3,2,2742,22,4,0,1,0,15356.16,17079.7,0,2024,2,9
6,700,854.25,45,1,0,4,6,3,2,0,1,6,8842,20,2,0,1,0,19085.03,16857.85,0,2025,5,23
4,400,1391.26,44,2,0,2,5,1,1,0,0,9,1561,23,4,2,1,1,10730.61,13095.0,0,2025,2,6
5,600,1466.19,59,1,3,4,0,0,1,2,1,7,10464,23,3,4,2,0,9392.88,10809.33,0,2025,1,30
5,1000,852.21,45,1,1,2,3,0,2,1,1,1,10917,14,2,1,3,0,11376.15,13094.82,0,2024,12,19
2,200,919.88,44,2,1,7,5,2,3,2,2,7,6290,15,4,1,5,0,18391.91,19568.82,0,2024,2,4
1,300,1276.0,38,0,2,4,5,2,2,0,0,9,5809,9,2,0,4,1,5471.19,9216.5,0,2024,2,22
8,200,893.17,53,0,2,4,1,1,3,1,1,1,5257,17,1,0,4,1,6225.6,9674.25,0,2025,3,22
4,500,1332.26,35,1,3,6,4,1,0,0,0,4,14065,7,4,1,4,1,21876.25,20762.82,0,2023,12,18
2,700,1029.1,55,0,3,4,0,0,1,1,3,5,11719,18,4,1,2,1,7024.12,7220.66,0,2025,3,1
0,800,771.42,26,0,1,3,6,0,0,2,1,9,14964,23,3,0,3,0,14230.66,18151.38,0,2025,7,26
6,300,1102.36,51,2,2,7,4,3,3,1,0,6,677,10,2,4,5,1,16957.45,19929.53,0,2024,11,29
1,600,1154.73,22,2,0,4,6,0,0,0,0,8,5937,16,1,4,2,0,6931.45,12835.43,0,2023,12,15
2,500,1246.25,45,1,0,1,6,3,3,2,2,5,5530,23,4,1,2,0,2971.72,3065.33,1,2025,7,14
6,700,1275.28,33,0,0,1,1,2,3,0,1,2,2647,15,3,3,1,0,10113.02,11688.79,0,2023,12,13
7,600,717.51,63,1,1,1,0,3,2,1,0,3,13325,2,2,3,0,1,17078.16,15185.09,0,2025,8,9
4,200,1013.16,57,1,1,7,1,0,0,2,2,0,8904,22,1,0,4,1,9937.6,11005.66,0,2024,11,15
0,500,683.37,22,2,3,2,4,3,3,0,3,3,16065,6,4,4,2,0,1949.95,2009.78,1,2024,7,27
6,800,1261.71,59,0,3,7,4,2,3,1,3,8,14127,23,1,0,2,1,5886.11,8924.22,0,2024,10,4
6,1000,1242.98,65,1,1,3,2,1,3,0,3,5,5384,8,4,3,0,0,1393.37,1277.39,0,2025,6,1
